activity_year,state_code,county_code,action_taken,aus_1,loan_purpose,applicant_sex,occupancy_type,construction_method,census_tract,debt_to_income_ratio,loan_to_value_ratio,income,loan_amount,total_units,applicant_age,intro_rate_period
2018,IL,Missing,Loan originated,Loan Propspector (LP) or Loan Product Advisor,Refinancing,Male,Investment property,Site-built,17019001000,0.25,977,219000,145000,2,70,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019000902,0.41000000000000003,1264,62000,135000,1,60,NA
2018,IL,Missing,Loan originated,Other,Cash-out refinancing,Male,Principal residence,Site-built,17019001301,0.48,1496,138000,215000,1,70,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,information not provided by applicant,Principal residence,Site-built,17019000902,0.36,1399,92000,175000,1,30,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001205,0.46,1264,152000,285000,1,40,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019010900,0.49,1580,129000,385000,1,40,NA
2018,IL,Missing,Loan originated,Loan Propspector (LP) or Loan Product Advisor,Home purchase,Female,Second residence,Site-built,17019005600,0.1,1264,380000,115000,1,60,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001205,0.43,988,135000,395000,1,30,60
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019010603,0.1,763,310000,275000,1,60,NA
2018,IL,Missing,Application denied,Other,Cash-out refinancing,Female,Principal residence,Manufactured home,17019010500,0.38,821,20000,65000,1,60,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Cash-out refinancing,Male,Principal residence,Site-built,17019001206,0.325,401,116000,125000,1,70,NA
2018,IL,Cumberland,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17035972500,0.25,1751,39000,85000,1,50,NA
2018,IL,Missing,Application denied,Other,Cash-out refinancing,Male,Principal residence,Site-built,17019010900,0.7000000000000001,901,80000,175000,1,50,NA
2018,IL,Missing,Application denied,Other,Cash-out refinancing,Female,Principal residence,Site-built,17019000901,0.325,465,14000,35000,1,70,NA
2018,IL,Missing,Loan originated,Loan Propspector (LP) or Loan Product Advisor,Home purchase,Male,Principal residence,Site-built,17019001204,0.42,1264,137000,245000,1,40,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Cash-out refinancing,Male,Principal residence,Site-built,17019010204,0.42,1176,27000,85000,1,70,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019010603,0.325,1264,91000,95000,1,40,NA
2018,IL,Coles,Application denied,Other,Refinancing,Male,Principal residence,Site-built,17029000700,0.25,1377,53000,65000,1,40,NA
2018,IL,Missing,Application denied,Other,Refinancing,Male,Principal residence,Site-built,17019001205,0.55,1051,139000,245000,1,40,NA
2018,IL,Missing,Loan originated,Other,Home purchase,Male,Principal residence,Site-built,17019001205,0.46,1264,137000,305000,1,70,NA
2018,IL,Coles,Application denied,Not applicable,Refinancing,Female,Principal residence,Site-built,17029001000,0.1,1751,61000,65000,1,40,NA
2018,IL,Missing,Loan originated,Other,Refinancing,Male,Principal residence,Site-built,17019010601,0.44,602,93000,225000,1,50,NA
2018,IL,Missing,Loan originated,Other,Home purchase,Female,Principal residence,Site-built,17019010900,0.1,1751,137000,135000,1,50,NA
2018,IL,Coles,Loan originated,Other,Home purchase,information not provided by applicant,Principal residence,Site-built,17029000900,0.44,4,126000,195000,1,50,NA
2018,IL,Missing,Loan originated,Other,Cash-out refinancing,Male,Principal residence,Site-built,17019001203,0.39,1264,58000,135000,1,40,NA
2018,IL,Missing,Application denied,Not applicable,Home improvement,Female,Principal residence,Manufactured home,17019005402,0.1,281,45000,5000,1,40,NA
2018,IL,Missing,Application denied,Other,Home purchase,Female,Principal residence,Site-built,17019001204,0.41000000000000003,1264,67000,205000,1,30,NA
2018,IL,Missing,Application denied,Not applicable,Other purpose,Male,Principal residence,Site-built,17019010900,0.7000000000000001,155,33000,25000,1,50,NA
2018,IL,Missing,Loan originated,Loan Propspector (LP) or Loan Product Advisor,Home purchase,Male,Investment property,Site-built,17019001301,0.25,1264,199000,55000,1,40,NA
2018,IL,Coles,Loan originated,Other,Home purchase,information not provided by applicant,Second residence,Site-built,17029001200,0.25,1580,69000,35000,1,70,NA
2018,IL,Missing,Application denied,Other,Cash-out refinancing,Male,Principal residence,Site-built,17019001203,0.38,1185,122000,285000,1,50,NA
2018,IL,Missing,Loan originated,Other,Cash-out refinancing,Female,Principal residence,Site-built,17019001204,0.25,608,74000,125000,1,60,NA
2018,IL,Coles,Application denied,Other,Refinancing,Female,Principal residence,Site-built,17029001000,0.25,732,105000,145000,1,40,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019010204,0.45,582,74000,145000,1,60,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019010601,0.325,1264,47000,105000,1,30,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Investment property,Site-built,17019001400,0.45,1264,68000,145000,1,30,NA
2018,IL,Missing,Loan originated,Loan Propspector (LP) or Loan Product Advisor,Home purchase,Female,Principal residence,Site-built,17019010603,0.39,1687,147000,325000,1,40,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Refinancing,Female,Principal residence,Site-built,17019005701,0.1,1422,192000,155000,1,30,NA
2018,IL,Missing,Application denied,Desktop Underwriter (DU),Cash-out refinancing,Female,Principal residence,Site-built,17019001100,0.44,1826,43000,145000,1,50,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Cash-out refinancing,Male,Principal residence,Site-built,17019010400,0.25,428,109000,105000,1,40,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Cash-out refinancing,Male,Investment property,Site-built,17019000500,0.41000000000000003,1051,217000,95000,1,40,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Investment property,Site-built,17019001201,0.25,1264,47000,55000,1,30,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Cash-out refinancing,Female,Principal residence,Site-built,17019001203,0.325,235,23000,35000,1,60,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001203,0.325,1264,212000,315000,1,50,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019010900,0.41000000000000003,1459,217000,385000,1,40,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001301,0.25,1580,86000,185000,1,40,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001302,0.25,1264,95000,275000,1,30,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001206,0.37,1264,182000,185000,1,70,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001206,0.43,1009,81000,255000,1,40,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001203,0.4,1693,192000,385000,1,30,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001205,0.325,1264,160000,365000,1,30,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019010603,0.1,1051,148000,225000,1,40,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001206,0.25,860,146000,145000,1,60,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Investment property,Site-built,17019005701,0.39,1399,110000,55000,1,40,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019001203,0.44,1264,42000,115000,1,70,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Refinancing,Female,Principal residence,Site-built,17019001000,0.49,1027,28000,95000,1,40,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Cash-out refinancing,Female,Principal residence,Site-built,17019000500,0.1,910,46000,65000,1,30,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019001204,0.41000000000000003,1264,76000,275000,1,40,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019001201,0.41000000000000003,1751,52000,115000,1,60,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Refinancing,Male,Principal residence,Site-built,17019005600,0.1,457,72000,75000,1,50,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001400,0.46,1264,167000,125000,1,50,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Cash-out refinancing,Female,Principal residence,Site-built,17019001205,0.46,1264,50000,175000,1,40,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019010400,0.37,1264,90000,265000,1,70,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001205,0.42,1693,209000,345000,1,50,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019005702,0.25,1264,61000,105000,1,50,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001302,0.1,1264,160000,175000,1,30,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001204,0.4,1693,95000,285000,1,40,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001203,0.1,1684,49000,65000,1,30,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001301,0.39,1264,80000,155000,1,40,NA
2018,IL,Missing,Application denied,Other,Home purchase,Male,Principal residence,Site-built,17019001100,0.4,1051,363000,1355000,1,50,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019005701,0.25,1399,64000,135000,1,30,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Cash-out refinancing,Male,Principal residence,Site-built,17019001201,0.25,568,86000,65000,1,40,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019010204,0.44,1693,65000,155000,1,60,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019010603,0.325,1264,99000,205000,1,30,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Refinancing,Male,Investment property,Site-built,17019001400,0.39,1051,67000,175000,1,30,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Investment property,Site-built,17019001400,0.39,1051,67000,175000,1,30,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019000500,0.38,1693,150000,335000,1,30,NA
2018,IL,Missing,Application denied,Desktop Underwriter (DU),Home purchase,Male,Investment property,Site-built,17019001301,0.1,1051,183000,65000,1,50,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019010900,0.4,1399,28000,125000,1,30,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home improvement,Female,Second residence,Site-built,17019005402,0.36,174,64000,65000,1,70,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019001206,0.41000000000000003,1264,91000,225000,1,60,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019010700,0.38,928,62000,135000,1,70,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019001206,0.325,1264,101000,205000,1,70,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Investment property,Site-built,17019001203,0.325,1264,110000,105000,1,30,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Cash-out refinancing,Male,Principal residence,Site-built,17019001203,0.39,1264,106000,125000,1,40,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Cash-out refinancing,Male,Principal residence,Site-built,17019005800,0.36,559,150000,125000,1,70,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Cash-out refinancing,Male,Principal residence,Site-built,17019001100,0.1,957,628000,125000,1,70,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019010400,0.325,1751,47000,105000,1,30,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019010900,0.25,1051,36000,85000,1,70,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019010900,0.41000000000000003,1580,87000,305000,1,50,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Investment property,Site-built,17019001400,0.41000000000000003,1264,77000,145000,1,30,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Cash-out refinancing,Male,Investment property,Site-built,17019010700,0.42,1051,28000,115000,1,70,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Cash-out refinancing,Male,Principal residence,Site-built,17019010603,0.36,204,125000,105000,1,30,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Refinancing,Male,Principal residence,Site-built,17019005402,0.325,314,191000,255000,1,60,NA
2018,IL,Missing,Loan originated,Other,Home purchase,information not provided by applicant,Principal residence,Site-built,17019001100,0.325,1127,438000,755000,1,40,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001302,0.46,1264,103000,235000,1,60,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019001206,0.325,1051,69000,165000,1,60,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019000800,0.37,186,34000,55000,1,30,NA
2018,IL,Missing,Loan originated,Loan Propspector (LP) or Loan Product Advisor,Home purchase,Female,Principal residence,Site-built,17019001301,0.39,564,48000,105000,1,70,NA
2018,IL,Missing,Application denied,Other,Home purchase,Female,Principal residence,Site-built,17019001205,0.7000000000000001,860,55000,175000,1,70,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019001203,0.325,1264,89000,105000,1,50,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Cash-out refinancing,Male,Investment property,Site-built,17019001400,0.4,1051,77000,155000,1,30,NA
2018,IL,Missing,Loan originated,Other,Home improvement,information not provided by applicant,Principal residence,Site-built,17019010400,0.325,1081,135000,25000,1,60,NA
2018,IL,Missing,Application denied,Other,Other purpose,Female,Principal residence,Site-built,17019010603,0.55,1287,153000,25000,1,40,NA
2018,IL,Missing,Application denied,Other,Home improvement,Female,Principal residence,Site-built,17019010604,0.38,1318,75000,35000,1,40,NA
2018,IL,Missing,Application denied,Other,Home improvement,Female,Principal residence,Site-built,17019010604,0.25,394,50000,45000,1,40,NA
2018,IL,Missing,Application denied,Other,Other purpose,Male,Principal residence,Site-built,17019010601,0.38,136,93000,25000,1,50,NA
2018,IL,Missing,Loan originated,Other,Other purpose,Male,Principal residence,Site-built,17019001203,0.325,1241,210000,155000,1,40,NA
2018,IL,Missing,Application denied,Other,Home purchase,Female,Principal residence,Site-built,17019010800,0.25,198,300000,105000,1,50,NA
2018,IL,Missing,Application denied,Other,Other purpose,Male,Principal residence,Site-built,17019010700,0.55,1400,170000,25000,1,50,NA
2018,IL,Missing,Application denied,Other,Other purpose,Male,Principal residence,Site-built,17019010700,0.49,1356,170000,25000,1,50,NA
2018,IL,Missing,Loan originated,Other,Other purpose,Male,Principal residence,Site-built,17019010601,0.38,1148,115000,35000,1,40,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019010603,0.25,1264,184000,305000,1,50,60
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001205,0.25,894,102000,155000,1,30,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Cash-out refinancing,Male,Principal residence,Site-built,17019005402,0.48,1429,109000,195000,1,40,NA
2018,IL,Missing,Loan originated,Loan Propspector (LP) or Loan Product Advisor,Home purchase,Male,Principal residence,Site-built,17019010500,0.55,1683,156000,435000,1,40,NA
2018,IL,Missing,Loan originated,Technology Open to Approved Lenders (TOTAL) Scorecard,Home purchase,Female,Principal residence,Site-built,17019005600,0.55,1733,34000,75000,1,40,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019005600,0.44,1704,22000,75000,1,30,NA
2018,IL,Missing,Application denied,Guaranteed Underwriting System,Home purchase,Male,Principal residence,Site-built,17019010700,0.325,1709,34000,95000,1,40,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019010601,0.37,971,69000,205000,1,40,NA
2018,IL,Missing,Loan originated,Loan Propspector (LP) or Loan Product Advisor,Home purchase,Male,Principal residence,Site-built,17019000800,0.25,1264,45000,125000,1,40,NA
2018,IL,Missing,Loan originated,Technology Open to Approved Lenders (TOTAL) Scorecard,Home purchase,Male,Principal residence,Site-built,17019005600,0.39,17,34000,75000,1,30,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019010900,0.25,1264,32000,25000,1,70,NA
2018,IL,Missing,Loan originated,Technology Open to Approved Lenders (TOTAL) Scorecard,Home purchase,Male,Principal residence,Site-built,17019001203,0.47000000000000003,1733,40000,95000,1,50,NA
2018,IL,Missing,Application denied,Loan Propspector (LP) or Loan Product Advisor,Home purchase,Female,Principal residence,Site-built,17019001000,0.325,1751,60000,165000,1,40,NA
2018,IL,Missing,Application denied,Technology Open to Approved Lenders (TOTAL) Scorecard,Refinancing,Female,Principal residence,Manufactured home,17019010700,0.41000000000000003,1177,126000,65000,1,50,NA
2018,IL,Missing,Loan originated,Technology Open to Approved Lenders (TOTAL) Scorecard,Home purchase,Female,Principal residence,Site-built,17019010900,0.55,1733,46000,145000,1,30,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Cash-out refinancing,Male,Investment property,Site-built,17019005500,0.4,1051,142000,45000,1,40,NA
2018,IL,Missing,Loan originated,Loan Propspector (LP) or Loan Product Advisor,Home purchase,Female,Principal residence,Site-built,17019000500,0.45,1751,40000,115000,1,30,NA
2018,IL,Missing,Loan originated,Technology Open to Approved Lenders (TOTAL) Scorecard,Home purchase,Female,Principal residence,Site-built,17019010900,0.325,17,26000,75000,1,30,NA
2018,IL,Missing,Application denied,Technology Open to Approved Lenders (TOTAL) Scorecard,Home purchase,Female,Principal residence,Site-built,17019000902,0.7000000000000001,1733,68000,235000,1,30,NA
2018,IL,Missing,Loan originated,Technology Open to Approved Lenders (TOTAL) Scorecard,Home purchase,Male,Principal residence,Site-built,17019005600,0.325,1434,24000,65000,1,60,NA
2018,IL,Missing,Loan originated,Technology Open to Approved Lenders (TOTAL) Scorecard,Home purchase,Male,Principal residence,Site-built,17019010900,0.44,4,30000,125000,1,40,NA
2018,IL,Missing,Loan originated,Technology Open to Approved Lenders (TOTAL) Scorecard,Home purchase,Male,Principal residence,Site-built,17019010100,0.44,4,84000,125000,1,30,NA
2018,IL,Missing,Loan originated,Loan Propspector (LP) or Loan Product Advisor,Home purchase,Female,Principal residence,Site-built,17019010900,0.48,682,59000,245000,1,40,NA
2018,IL,Missing,Loan originated,Not applicable,Home purchase,Female,Principal residence,Site-built,17019005500,0.25,1733,29000,75000,1,30,NA
2018,IL,Missing,Loan originated,Loan Propspector (LP) or Loan Product Advisor,Home purchase,Female,Principal residence,Site-built,17019001205,0.49,432,142000,295000,1,30,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Cash-out refinancing,Female,Principal residence,Site-built,17019001100,0.325,542,303000,335000,1,70,NA
2018,IL,Missing,Loan originated,Technology Open to Approved Lenders (TOTAL) Scorecard,Home purchase,Female,Principal residence,Site-built,17019001203,0.55,1733,68000,185000,1,30,NA
2018,IL,Missing,Application denied,Technology Open to Approved Lenders (TOTAL) Scorecard,Home purchase,Male,Principal residence,Site-built,17019005600,0.39,1580,21000,65000,1,60,NA
2018,IL,Missing,Loan originated,Technology Open to Approved Lenders (TOTAL) Scorecard,Home purchase,Male,Principal residence,Site-built,17019010601,0.45,1733,71000,155000,1,50,NA
2018,IL,Missing,Loan originated,Technology Open to Approved Lenders (TOTAL) Scorecard,Home purchase,information not provided by applicant,Principal residence,Site-built,17019010604,0.38,1733,60000,165000,1,30,NA
2018,IL,Missing,Application approved but not accepted,Technology Open to Approved Lenders (TOTAL) Scorecard,Home purchase,Male,Principal residence,Site-built,17019001201,0.325,1733,111000,85000,1,40,NA
2018,IL,Missing,Loan originated,Not applicable,Home purchase,information not provided by applicant,Principal residence,Site-built,17019010603,0.325,4,59000,185000,1,50,NA
2018,IL,Coles,Loan originated,Loan Propspector (LP) or Loan Product Advisor,Home purchase,Female,Principal residence,Site-built,17029000200,0.25,1264,243000,145000,1,50,NA
2018,IL,Missing,Loan originated,Loan Propspector (LP) or Loan Product Advisor,Home purchase,Female,Principal residence,Site-built,17019001100,0.25,1751,60000,155000,1,40,NA
2018,IL,Missing,Loan originated,Technology Open to Approved Lenders (TOTAL) Scorecard,Home purchase,Male,Principal residence,Site-built,17019010204,0.42,1733,44000,65000,1,40,NA
2018,IL,Missing,Application denied,Desktop Underwriter (DU),Refinancing,Female,Principal residence,Site-built,17019010603,0.325,1751,60000,175000,1,60,NA
2018,IL,Missing,Application denied,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019010100,0.25,1733,29000,85000,1,50,NA
2018,IL,Coles,Application denied,Not applicable,Refinancing,information not provided by applicant,Principal residence,Site-built,17029001100,0.25,1286,83000,125000,1,40,NA
2018,IL,Coles,Application denied,Not applicable,Cash-out refinancing,information not provided by applicant,Principal residence,Site-built,17029000600,0.43,1474,43000,85000,1,60,NA
2018,IL,Coles,Application denied,Desktop Underwriter (DU),Cash-out refinancing,information not provided by applicant,Principal residence,Site-built,17029000200,0.44,860,93000,155000,1,50,NA
2018,IL,Missing,Application denied,Desktop Underwriter (DU),Cash-out refinancing,Female,Principal residence,Site-built,17019001201,0.44,1350,61000,125000,1,60,NA
2018,IL,Coles,Application denied,Not applicable,Cash-out refinancing,information not provided by applicant,Principal residence,Site-built,17029001100,0.7000000000000001,1399,12000,85000,1,70,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Cash-out refinancing,Male,Principal residence,Site-built,17019010204,0.42,4,97000,175000,1,60,NA
2018,IL,Missing,Application denied,Desktop Underwriter (DU),Cash-out refinancing,Male,Principal residence,Site-built,17019010700,0.25,122,52000,155000,1,50,NA
2018,IL,Coles,Application denied,Not applicable,Cash-out refinancing,Male,Principal residence,Site-built,17029000400,0.7000000000000001,1530,17000,85000,1,60,NA
2018,IL,Missing,Application denied,Desktop Underwriter (DU),Cash-out refinancing,Male,Principal residence,Site-built,17019010400,0.25,1378,65000,65000,1,60,NA
2018,IL,Missing,Application denied,Desktop Underwriter (DU),Cash-out refinancing,Female,Principal residence,Site-built,17019005300,0.7000000000000001,1399,61000,85000,1,40,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Refinancing,Male,Principal residence,Site-built,17019001205,0.25,533,139000,165000,1,50,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019000902,0.1,1693,116000,145000,1,30,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001302,0.25,1264,97000,215000,1,30,NA
2018,IL,Missing,Application approved but not accepted,Desktop Underwriter (DU),Cash-out refinancing,information not provided by applicant,Principal residence,Site-built,17019000902,0.1,946,101000,175000,1,60,NA
2019,IL,Cumberland,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Manufactured home,17035972500,0.25,1580,59000,75000,1,60,NA
2019,IL,Coles,Loan originated,Not applicable,Home purchase,information not provided by applicant,Investment property,Site-built,17029001200,0.1,722,347000,115000,1,40,NA
2019,IL,Missing,Loan originated,Not applicable,Home purchase,Male,Principal residence,Manufactured home,17019010800,0.325,722,95000,135000,1,40,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019010604,0.41000000000000003,1580,65000,225000,1,60,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019010601,0.325,1891,79000,165000,1,30,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019005600,0.49,1886,18000,85000,1,30,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019001301,0.38,1264,35000,85000,1,50,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019005401,0.25,4,42000,135000,1,30,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001205,0.25,1891,157000,325000,1,40,NA
2019,IL,Missing,Loan originated,Not applicable,Other purpose,Female,Principal residence,Site-built,17019010603,0.36,3382,198000,35000,1,40,1
2019,IL,Coles,Application denied,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17029000600,0.7000000000000001,1891,84000,205000,1,50,NA
2019,IL,Coles,Loan originated,Desktop Underwriter (DU),Cash-out refinancing,Male,Principal residence,Site-built,17029000300,0.325,3058,171000,195000,1,50,NA
2019,IL,Coles,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17029001200,0.39,4,71000,95000,1,30,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001205,0.55,4,101000,335000,1,30,NA
2019,IL,Coles,Loan originated,Not applicable,Home improvement,Male,Principal residence,Site-built,17029000100,0.325,2922,62000,55000,1,50,1
2019,IL,Missing,Application denied,Not applicable,Home improvement,Female,Principal residence,Site-built,17019010900,0.25,3297,95000,25000,1,60,1
2019,IL,Coles,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17029001000,0.43,3483,115000,205000,1,40,NA
2019,IL,Coles,Application denied,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17029000600,0.7000000000000001,1891,70000,205000,1,50,NA
2019,IL,Cumberland,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17035972600,0.1,3352,115000,255000,1,30,NA
2019,IL,Cumberland,Application denied,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17035972500,0.7000000000000001,4,50000,105000,1,40,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019005500,0.25,1264,111000,165000,1,70,NA
2019,IL,Missing,Loan originated,Loan Propspector (LP) or Loan Product Advisor,Home purchase,Male,Principal residence,Site-built,17019001302,0.25,1264,51000,95000,1,30,NA
