SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,FLAG_MOBIL,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
102986,0,Cash loans,M,Y,Y,2,175500,646389,39676.5,558000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,4
124882,0,Cash loans,F,Y,N,0,83700,454500,20020.5,454500,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,Accountants,2
120489,1,Cash loans,M,Y,Y,2,315000,335592,26644.5,265500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,1,Core staff,4
108757,0,Cash loans,M,Y,Y,0,112500,760225.5,32337,679500,Unaccompanied,Working,Higher education,Married,House / apartment,1,0,Core staff,2
100855,0,Cash loans,M,Y,N,0,270000,770292,39330,688500,Unaccompanied,Working,Higher education,Married,House / apartment,1,0,Drivers,2
138246,0,Cash loans,F,Y,Y,0,101250,1256400,36864,9.00E+05,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Managers,2
131073,0,Cash loans,M,Y,Y,0,135000,521280,28278,450000,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2
128365,0,Cash loans,F,Y,Y,0,238500,1546020,42642,1350000,Unaccompanied,State servant,Higher education,Married,House / apartment,1,0,Core staff,2
126598,0,Cash loans,M,N,Y,0,202500,868797,44487,702000,Family,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2
112549,0,Cash loans,M,Y,Y,0,180000,315000,22918.5,315000,Unaccompanied,Working,Secondary / secondary special,Married,With parents,1,0,Drivers,2
108261,0,Cash loans,M,N,N,0,112500,390960,19962,337500,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2
113300,0,Cash loans,F,Y,Y,2,360000,1467612,58203,1350000,Unaccompanied,Commercial associate,Higher education,Civil marriage,Municipal apartment,1,0,Laborers,4
131676,0,Cash loans,M,Y,Y,1,135000,720000,42228,720000,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,1,0,Managers,3
120976,0,Cash loans,F,Y,Y,0,153000,852088.5,33921,688500,Unaccompanied,Working,Higher education,Separated,House / apartment,1,0,HR staff,1
113956,1,Cash loans,M,Y,N,0,360000,1102702.5,46849.5,891000,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,With parents,1,1,Drivers,1
124917,0,Cash loans,M,N,Y,0,112500,436032,34447.5,360000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2
116375,0,Cash loans,F,N,Y,0,108000,671652,49005,607500,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,1,0,Core staff,2
108181,0,Cash loans,M,N,Y,0,157500,248760,26919,225000,Unaccompanied,Commercial associate,Incomplete higher,Married,House / apartment,1,1,Laborers,2
125484,0,Cash loans,M,N,Y,5,67500,284400,17527.5,225000,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,1,0,Low-skill Laborers,7
109852,0,Cash loans,M,Y,Y,0,202500,1256400,44644.5,9.00E+05,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2
105839,0,Cash loans,M,N,Y,0,270000,1078200,34911,9.00E+05,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2
117301,0,Cash loans,F,Y,Y,1,108000,601470,30838.5,450000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,High skill tech staff,2
116131,0,Cash loans,F,Y,Y,0,112500,231813,21388.5,193500,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,Laborers,2
115993,0,Cash loans,F,N,Y,0,180000,332946,17127,238500,Other_B,State servant,Secondary / secondary special,Married,House / apartment,1,0,Medicine staff,2
130147,0,Cash loans,F,Y,Y,0,157500,545040,26640,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,High skill tech staff,2
109119,0,Cash loans,F,N,Y,0,90000,195543,10111.5,148500,Unaccompanied,Working,Lower secondary,Married,House / apartment,1,0,Medicine staff,2
135700,0,Cash loans,F,N,Y,0,112500,312768,24840,270000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,Cleaning staff,1
119234,0,Cash loans,M,Y,Y,0,67500,312768,13905,270000,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,1,0,,2
138359,0,Cash loans,F,N,Y,1,81000,207000,13833,207000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Security staff,3
136146,0,Cash loans,M,Y,Y,0,315000,299772,23814,247500,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,1,0,High skill tech staff,2
106602,0,Cash loans,F,N,N,0,252000,770292,32764.5,688500,Unaccompanied,State servant,Secondary / secondary special,Married,Municipal apartment,1,0,High skill tech staff,2
133222,0,Cash loans,F,N,Y,0,112500,781920,28084.5,675000,Family,Commercial associate,Higher education,Civil marriage,House / apartment,1,0,Medicine staff,2
108325,0,Cash loans,F,N,Y,0,180000,594121.5,26167.5,472500,Family,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,,1
119135,0,Cash loans,F,N,Y,0,157500,569398.5,36517.5,486000,Family,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,Private service staff,2
130425,0,Cash loans,M,N,Y,0,225000,641173.5,29839.5,553500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2
113054,0,Cash loans,M,N,Y,1,360000,863226,39136.5,697500,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,1,0,,3
102073,1,Cash loans,F,N,Y,0,247500,675000,53460,675000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Managers,2
104626,0,Cash loans,F,N,Y,0,270000,1321902,38781,1035000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,,2
109720,0,Cash loans,F,Y,Y,0,90000,450000,16294.5,450000,Unaccompanied,Working,Higher education,Single / not married,House / apartment,1,0,Private service staff,1
136310,0,Cash loans,F,N,Y,0,270000,491823,33399,373500,Unaccompanied,Pensioner,Higher education,Married,House / apartment,1,0,,2
105981,0,Cash loans,M,N,Y,0,270000,678456,18657,486000,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2
106763,0,Cash loans,F,Y,N,0,180000,585000,46350,585000,Unaccompanied,Working,Higher education,Married,Municipal apartment,1,0,,2
109491,0,Cash loans,F,N,N,0,135000,199008,20520,180000,Unaccompanied,Working,Higher education,Widow,House / apartment,1,0,Cleaning staff,1
131377,0,Cash loans,F,N,Y,2,121500,675000,32602.5,675000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Core staff,4
121413,0,Cash loans,F,N,N,0,135000,269550,19300.5,225000,Unaccompanied,Working,Secondary / secondary special,Single / not married,With parents,1,0,Private service staff,1
122469,0,Cash loans,F,N,N,0,67500,199008,20389.5,180000,Unaccompanied,Working,Higher education,Separated,House / apartment,1,0,Laborers,1
124096,0,Cash loans,F,N,Y,0,121500,675000,29731.5,675000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2
112450,0,Cash loans,M,Y,Y,0,225000,918000,26838,918000,Unaccompanied,State servant,Secondary / secondary special,Married,Rented apartment,1,0,Laborers,2
130985,0,Cash loans,M,Y,N,0,270000,852088.5,31707,688500,Unaccompanied,Working,Higher education,Married,House / apartment,1,0,Laborers,2
133638,0,Cash loans,F,N,N,0,202500,544491,14359.5,454500,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2
100822,0,Cash loans,M,N,Y,1,225000,616923,48870,558000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,1,1,,3
128939,0,Cash loans,M,Y,Y,0,135000,559368,30474,418500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Drivers,2
104159,0,Cash loans,M,Y,Y,1,270000,314055,16164,238500,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,1,0,Drivers,3
130538,0,Cash loans,F,N,N,0,112500,225000,14679,225000,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,,1
110155,0,Cash loans,F,N,Y,0,84150,239850,23494.5,225000,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,,1
128413,0,Cash loans,M,N,Y,0,157500,450000,46111.5,450000,Family,Working,Incomplete higher,Single / not married,House / apartment,1,0,,1
107722,0,Cash loans,F,Y,N,0,90000,254700,25321.5,225000,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,With parents,1,0,Medicine staff,2
107101,0,Cash loans,M,Y,Y,0,360000,325908,16767,247500,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,1,0,Managers,2
124990,0,Cash loans,F,N,Y,0,67500,568197,20538,490500,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,Sales staff,2
103937,0,Cash loans,F,N,N,0,90000,755190,33264,675000,Family,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,,1
102170,0,Cash loans,M,Y,Y,0,157500,450000,22977,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2
122972,0,Cash loans,F,N,Y,2,139500,587619,18954,490500,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,1,0,,4
106324,0,Cash loans,F,N,Y,0,337500,1218438,68166,1143000,Family,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,,1
132437,0,Cash loans,F,Y,Y,0,540000,971280,62203.5,9.00E+05,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,1,0,Sales staff,1
117640,0,Cash loans,M,Y,N,1,202500,630000,34308,630000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,Drivers,3
111938,0,Cash loans,F,N,Y,0,112500,508495.5,22527,454500,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,1,0,Cleaning staff,2
129742,0,Cash loans,M,N,Y,0,135000,472500,25762.5,472500,Children,Working,Secondary / secondary special,Married,House / apartment,1,1,Low-skill Laborers,2
101997,0,Cash loans,F,N,N,1,225000,728460,57685.5,675000,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,,2
132145,0,Cash loans,F,N,Y,0,225000,225000,10953,225000,Unaccompanied,Working,Academic degree,Civil marriage,House / apartment,1,0,Managers,2
111057,0,Cash loans,M,Y,N,0,121500,848745,35959.5,675000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Drivers,2
108726,0,Cash loans,F,N,Y,0,67500,173092.5,12942,157500,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2
128272,0,Cash loans,F,N,Y,0,112500,760225.5,30280.5,679500,Unaccompanied,Pensioner,Lower secondary,Married,House / apartment,1,0,,2
105869,0,Cash loans,F,N,N,0,99000,247500,10210.5,247500,Unaccompanied,Working,Incomplete higher,Married,House / apartment,1,0,Sales staff,2
136265,0,Cash loans,M,N,Y,0,148500,127350,13176,112500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2
133813,0,Cash loans,F,N,Y,0,112500,233208,18553.5,184500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,High skill tech staff,2
122545,0,Cash loans,F,N,Y,0,90000,728847,26176.5,553500,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2
124417,1,Cash loans,M,Y,Y,1,180000,835380,40320,675000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,Drivers,2
102751,0,Cash loans,M,Y,Y,0,67500,544491,17694,454500,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Drivers,2
123165,0,Cash loans,F,Y,Y,2,157500,810000,26901,810000,Family,Commercial associate,Higher education,Married,House / apartment,1,0,Medicine staff,4
106140,0,Cash loans,F,N,Y,0,94500,781920,34443,675000,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,1,0,Core staff,2
105939,0,Cash loans,M,N,Y,0,112500,675000,21775.5,675000,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,,1
129769,1,Cash loans,F,N,Y,0,189000,1125000,33025.5,1125000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2
104589,0,Cash loans,M,Y,Y,0,135000,133659,12388.5,108000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2
104619,0,Cash loans,F,N,Y,1,135000,810000,31653,810000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,1,0,Sales staff,3
134985,0,Cash loans,F,N,Y,1,90000,308133,14953.5,234000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,1,0,Core staff,3
104483,0,Cash loans,F,N,Y,0,180000,790830,62613,675000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Sales staff,2
111319,0,Cash loans,M,Y,N,1,225000,578619,23229,499500,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,1,0,Security staff,2
102877,0,Cash loans,F,N,Y,0,135000,315000,19035,315000,Unaccompanied,Working,Incomplete higher,Single / not married,Municipal apartment,1,0,Medicine staff,1
128394,0,Cash loans,M,Y,Y,1,225000,675000,32602.5,675000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,1,1,,3
113286,0,Cash loans,F,N,Y,0,216000,1096020,59589,9.00E+05,Unaccompanied,Commercial associate,Secondary / secondary special,Widow,House / apartment,1,0,Managers,1
101073,1,Cash loans,F,Y,N,0,540000,485640,44671.5,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Managers,2
123305,0,Cash loans,M,Y,Y,2,202500,612612,29601,495000,Unaccompanied,Working,Higher education,Married,House / apartment,1,0,Managers,4
105028,0,Cash loans,F,N,Y,1,90000,450000,18328.5,450000,Unaccompanied,Commercial associate,Higher education,Separated,With parents,1,0,Laborers,2
120846,0,Cash loans,F,Y,Y,0,193500,1350000,57330,1350000,Unaccompanied,Pensioner,Higher education,Married,House / apartment,1,0,,2
110539,0,Cash loans,F,N,Y,0,337500,497520,53712,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Sales staff,2
105826,0,Cash loans,F,N,Y,0,225000,240660,9202.5,157500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Medicine staff,2
137228,0,Cash loans,F,N,Y,0,135000,305640,32913,270000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Core staff,2
100697,0,Cash loans,F,N,Y,0,225000,495985.5,17946,409500,Unaccompanied,Pensioner,Higher education,Married,House / apartment,1,0,,2
106520,0,Cash loans,F,N,Y,0,112500,1068408,59656.5,990000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2
128676,0,Cash loans,F,Y,Y,0,315000,835380,40320,675000,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,1,0,Core staff,2
126718,0,Cash loans,F,N,N,0,90000,9.00E+05,38263.5,9.00E+05,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Sales staff,2
120958,0,Cash loans,F,N,Y,0,67500,147159,10836,121500,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,,1
115597,0,Cash loans,M,Y,Y,0,81000,170640,11034,135000,Unaccompanied,Working,Higher education,Separated,House / apartment,1,0,IT staff,1
101955,0,Cash loans,F,N,Y,0,180000,860377.5,44059.5,706500,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,1,1,Medicine staff,2
113709,0,Cash loans,M,N,N,1,202500,260640,26707.5,225000,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,With parents,1,0,Core staff,2
107641,1,Cash loans,M,N,Y,1,180000,364896,19926,315000,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,1,0,,2
105730,0,Cash loans,F,N,Y,2,90000,9.00E+05,26446.5,9.00E+05,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,1,0,Laborers,4
106657,0,Cash loans,F,N,Y,0,288000,780844.5,34524,621000,Family,Commercial associate,Higher education,Married,House / apartment,1,1,Medicine staff,2
135437,0,Cash loans,M,Y,Y,0,90000,675000,32602.5,675000,Unaccompanied,Working,Incomplete higher,Married,House / apartment,1,0,,2
137470,0,Cash loans,F,Y,N,0,144000,440784,32202,360000,Unaccompanied,Working,Incomplete higher,Married,With parents,1,0,Core staff,2
123348,0,Cash loans,F,N,Y,2,58500,679500,19998,679500,Unaccompanied,State servant,Higher education,Married,House / apartment,1,0,Core staff,4
109991,0,Cash loans,F,N,Y,2,90000,119893.5,13041,103500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Sales staff,4
104108,0,Cash loans,F,N,Y,0,90000,472500,20943,472500,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,,1
105689,0,Cash loans,F,N,Y,0,126000,199080,13432.5,157500,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,,1
113533,0,Cash loans,M,Y,N,0,405000,545040,26640,450000,Unaccompanied,Working,Higher education,Married,House / apartment,1,0,High skill tech staff,2
125673,0,Cash loans,M,Y,N,1,225000,343800,16852.5,225000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,,2
111964,0,Cash loans,F,N,Y,0,99000,814041,23931,679500,Unaccompanied,Working,Higher education,Married,House / apartment,1,0,Accountants,2
122526,0,Cash loans,M,N,Y,0,405000,1223010,51948,1125000,Family,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2
111940,0,Cash loans,F,N,Y,0,45000,364896,17685,315000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Sales staff,2
115461,0,Cash loans,F,N,Y,0,112500,364500,17662.5,364500,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,1,0,Laborers,1
106228,0,Cash loans,M,N,N,2,202500,945000,27760.5,945000,Unaccompanied,Pensioner,Higher education,Married,House / apartment,1,0,,4
125686,0,Cash loans,M,Y,N,0,180000,669600,24943.5,598500,Unaccompanied,Working,Secondary / secondary special,Civil marriage,Rented apartment,1,0,Drivers,2
110918,1,Cash loans,F,Y,Y,2,382500,790830,62613,675000,Unaccompanied,Working,Incomplete higher,Married,House / apartment,1,0,,4
137940,0,Cash loans,M,Y,N,0,292500,549882,14634,459000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,Rented apartment,1,0,Laborers,2
134891,0,Cash loans,F,Y,Y,0,292500,616756.5,29799,490500,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,1,0,Medicine staff,1
120760,0,Cash loans,F,N,N,0,135000,450000,16294.5,450000,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,1,0,Laborers,1
118462,0,Cash loans,M,N,Y,0,135000,805500,26748,805500,Unaccompanied,Working,Incomplete higher,Separated,House / apartment,1,0,,1
115610,0,Cash loans,M,Y,N,0,225000,1258650,53325,1125000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,1,Drivers,2
127570,0,Cash loans,F,N,Y,1,135000,509922,31324.5,472500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,,3
101783,0,Revolving loans,F,N,Y,1,157500,157500,7875,157500,Unaccompanied,Working,Higher education,Married,House / apartment,1,0,Accountants,3
111790,0,Cash loans,F,Y,N,1,180000,386977.5,19786.5,319500,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,1,0,Accountants,3
121985,0,Cash loans,M,N,Y,0,157500,101880,11101.5,90000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,1,,2
128833,0,Cash loans,M,Y,N,1,157500,691020,18355.5,495000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Drivers,3
115997,0,Cash loans,M,Y,Y,0,157500,270000,13914,270000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Drivers,2
125989,0,Cash loans,F,N,Y,0,315000,276903,23895,247500,Family,Working,Secondary / secondary special,Married,House / apartment,1,0,Sales staff,2
108996,0,Cash loans,F,N,N,0,157500,417024,20191.5,360000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2
129208,0,Cash loans,F,N,Y,0,202500,755190,38686.5,675000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2
123805,0,Cash loans,F,N,Y,0,90000,808650,23773.5,675000,Family,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2
121782,0,Cash loans,F,N,N,0,112500,592560,35937,450000,Unaccompanied,Working,Secondary / secondary special,Married,With parents,1,0,Sales staff,2
100451,0,Cash loans,F,N,Y,0,144000,446931,16978.5,369000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2
137513,0,Cash loans,M,Y,Y,0,157500,468000,22513.5,468000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,,2
131635,0,Cash loans,F,N,Y,1,135000,364356,18733.5,261000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,1,Core staff,3
107177,0,Cash loans,F,N,N,0,121500,142632,15264,126000,Family,Working,Secondary / secondary special,Single / not married,Co-op apartment,1,0,,1
123788,0,Cash loans,M,N,N,2,180000,1024740,49428,9.00E+05,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,1,0,,4
119470,0,Cash loans,F,N,Y,1,112500,1724688,59949,1575000,Children,State servant,Secondary / secondary special,Married,House / apartment,1,0,Medicine staff,3
102800,0,Cash loans,M,N,N,1,90000,652500,25411.5,652500,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,1,0,Laborers,3
115417,0,Cash loans,F,Y,Y,0,270000,9.00E+05,45954,9.00E+05,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,1,0,Accountants,2
134456,0,Cash loans,F,N,N,0,157500,119403,12361.5,108000,Unaccompanied,Working,Higher education,Single / not married,House / apartment,1,0,Sales staff,1
113582,0,Cash loans,M,Y,N,1,180000,808650,31464,675000,Unaccompanied,State servant,Incomplete higher,Married,House / apartment,1,0,High skill tech staff,3
116202,0,Cash loans,M,Y,Y,0,315000,1499638.5,41368.5,1309500,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,1,0,Managers,2
103954,0,Cash loans,M,N,Y,0,270000,1800000,62698.5,1800000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2
113736,0,Cash loans,M,Y,N,1,180000,1051245,30865.5,877500,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,1,0,,3
130540,1,Cash loans,M,Y,Y,1,135000,532494,42201,454500,Other_A,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,3
116488,1,Cash loans,M,N,Y,0,126000,284400,22599,225000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,Core staff,1
134699,0,Cash loans,F,N,Y,1,180000,412614,30154.5,364500,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,Sales staff,3
115067,0,Cash loans,M,Y,Y,0,292500,846517.5,35995.5,684000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,1,0,Managers,2
126350,0,Cash loans,M,Y,Y,1,256500,694773,32323.5,621000,Unaccompanied,Working,Higher education,Married,House / apartment,1,0,,3
105026,0,Cash loans,F,Y,Y,1,216000,1125000,33025.5,1125000,Family,Working,Higher education,Married,House / apartment,1,0,Drivers,3
107078,0,Cash loans,F,N,N,0,85500,327024,12325.5,270000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,,2
102653,0,Cash loans,M,Y,Y,0,135000,850500,38430,850500,Family,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2
125860,0,Cash loans,M,Y,Y,0,450000,604152,48568.5,540000,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,1,0,Sales staff,2
100211,0,Cash loans,M,N,N,3,225000,746280,49873.5,675000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Cooking staff,5
113231,0,Cash loans,F,N,Y,0,81000,67500,7087.5,67500,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2
121324,1,Cash loans,M,Y,Y,1,247500,728460,46683,675000,Family,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,3
135696,0,Cash loans,F,N,N,0,54000,314100,11767.5,225000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2
135535,0,Cash loans,M,N,Y,2,157500,234000,24700.5,234000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Drivers,4
124356,0,Cash loans,F,N,N,0,225000,971280,50422.5,9.00E+05,Family,Pensioner,Higher education,Single / not married,House / apartment,1,1,,1
110951,1,Cash loans,M,N,Y,0,157500,244584,19453.5,193500,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,1,0,,2
126724,0,Cash loans,F,N,Y,0,135000,679671,27085.5,607500,Unaccompanied,State servant,Secondary / secondary special,Separated,House / apartment,1,0,Laborers,1
122491,1,Cash loans,F,N,Y,0,94500,640080,23121,450000,Family,Working,Secondary / secondary special,Married,House / apartment,1,0,Cooking staff,2
128057,0,Cash loans,M,N,Y,1,112500,182016,14508,144000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,3
100812,0,Cash loans,F,N,Y,1,270000,274779,28287,261000,Unaccompanied,Commercial associate,Higher education,Separated,Municipal apartment,1,1,,2
116282,0,Cash loans,F,N,Y,0,157500,1485000,39172.5,1485000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2
126007,0,Cash loans,F,N,Y,0,221400,414000,15606,414000,Family,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2
134203,0,Cash loans,F,N,Y,2,108000,451102.5,23161.5,337500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Cooking staff,4
137467,0,Cash loans,M,N,N,1,157500,225000,20767.5,225000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,3
118860,0,Cash loans,F,N,Y,0,247500,1364593.5,54247.5,1170000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,,2
129346,0,Cash loans,F,N,N,0,67500,61263,4576.5,49500,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,1,0,,2
116774,0,Cash loans,M,Y,Y,0,166500,531706.5,32656.5,459000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,High skill tech staff,2
126094,0,Cash loans,M,N,N,1,67500,101880,11101.5,90000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,,3
112206,0,Cash loans,M,Y,N,0,346500,1406583,52254,1206000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2
116773,0,Cash loans,F,Y,N,0,225000,1223010,51948,1125000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Cooking staff,2
133081,0,Cash loans,F,Y,Y,0,382500,527697,51538.5,486000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,1,1,Core staff,2
132699,0,Cash loans,F,N,N,1,90000,509400,28444.5,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,3
